订单编号,房源编号,房间类型,面积,租客姓名,联系方式,入住日期,退房日期,租期,租金,押金,支付方式,状态
ddf1fb34-84eb-41c6-9b60-e5e0a88ccb63,18637,三室两厅,112,杨建国,15729785179,2022-06-03,2022-06-19,16,3343,6686,支付宝,取消
348c6fd1-0413-4130-be63-4101f5a9cc94,10548,四室两厅,158,陈文,13799337686,2022-06-25,2023-04-07,286,4684,9368,现金,完成
d65b333b-e496-43dc-981e-1ba9b2b8870d,11025,两室两厅,80,臧桂珍,15131579024,2023-02-12,2023-03-06,22,2174,2174,微信,完成
dc12c6f0-978f-4f6d-a698-1ca9f3326c73,16693,两室一厅,86,韩红霞,15872913289,2023-05-11,2023-05-20,9,1243,2486,现金,完成
405e0918-8ec8-4657-916a-8b6b847bb187,16777,两室一厅,105,邹成,13717628188,2023-04-22,2023-05-14,22,2151,2151,支付宝,完成
78b9946e-e79b-4a44-ada7-bbe99375e0e5,11280,一室两厅,67,卫博,18525554950,2022-06-08,2022-08-05,58,639,1278,微信,完成
5065e859-d414-4d0f-9cdf-ebc23aa17fdd,14155,两室两厅,105,孟燕,15794156668,2022-10-15,2023-02-11,119,2113,4226,支付宝,完成
cf26072a-303b-4e01-a919-47ba25b0b0d3,19975,四室两厅,152,陈旭,14731410443,2023-04-09,2023-05-04,25,5656,11312,微信,完成
ee4c6a4b-a5b7-4403-babf-b6c1f7eb6ec1,16629,三室两厅,128,华颖,13571561535,2023-02-01,2023-02-13,12,4064,8128,现金,完成
7140e7b0-9599-45e1-82d3-b7b6ebe9ba12,14944,两室两厅,103,汤娜,18760071292,2022-05-28,2023-02-17,265,1240,2480,现金,完成
80f66718-bd0f-41b5-963b-cb7617cbeeb7,19337,四室两厅,135,魏建华,13059506027,2023-01-08,2023-02-03,26,5162,5162,现金,完成
fd34b93b-ef0a-420c-8b78-b55f8e07169e,15348,两室一厅,97,程帅,18903937163,2023-01-07,2023-03-27,79,1971,3942,微信,取消
0199f3e0-90bc-47d6-b53f-8d9440576545,14816,四室两厅,136,刘凤兰,18542260885,2023-04-20,2023-04-29,9,5001,10002,现金,完成
6457c4e2-2720-4693-8638-f1c40b3c3077,13503,一室两厅,68,李琳,18659911467,2023-05-19,2023-05-19,0,1103,2206,现金,取消
613b07d1-4522-43d5-91ad-5e7cd1dcf009,18238,一室两厅,68,刘建国,13499068708,2022-11-27,2022-12-02,5,1418,1418,支付宝,取消
0e4f771a-dee4-4d46-8549-3cfb9ad44b9d,18834,一室两厅,63,罗刚,14756125019,2023-02-08,2023-04-23,74,1420,1420,支付宝,完成
0410021d-313c-4296-a74e-e4a192aa4a4b,13588,两室两厅,99,曾鹏,13569933261,2022-11-24,2023-01-11,48,1499,1499,支付宝,取消
5e0f7e6a-1d2a-4f36-99de-14ca8a39a9b4,14183,四室两厅,136,杨丽娟,14590632544,2022-08-26,2023-04-10,227,6963,13926,微信,取消
138d4493-c96c-4502-a74e-6f5c50decf45,16615,四室两厅,138,郭东,18973993819,2022-08-02,2022-12-16,136,6172,6172,支付宝,完成
f640bdc0-78d7-4b68-803d-18e43320c2a8,10537,四室两厅,149,娄婷,13091361839,2023-01-30,2023-03-02,31,6612,6612,支付宝,取消
2cadb0dd-5ecc-41af-ac8c-809fceb78dc2,10271,两室两厅,78,席岩,13043898762,2022-05-29,2022-08-15,78,1064,2128,微信,取消
19907466-0d52-4359-8bd6-0445c79454c9,17038,两室两厅,74,吴志强,15654110181,2022-11-05,2023-03-23,138,1188,2376,现金,取消
c38c3fbb-1870-40af-b54e-f5e87c93976f,19673,四室两厅,149,周燕,18283572274,2023-03-03,2023-03-08,5,5288,5288,现金,取消
ffc510dd-d432-42c3-885f-4a7bd191c2af,15249,四室两厅,132,张秀芳,18822726551,2022-09-03,2022-12-30,118,6183,6183,微信,取消
43d1878d-d038-4bd8-a835-821b2c19726d,13073,一室一厅,44,武佳,18160644607,2022-05-26,2022-12-18,206,707,1414,微信,完成
bca06c8d-350a-4a78-a89d-23fa936573be,16091,四室两厅,141,苏云,13312843898,2022-10-01,2023-02-05,127,6964,6964,现金,取消
5f1801f8-dcae-42ac-93b7-9ba93be35f52,13117,一室一厅,50,赵桂兰,13761883992,2022-09-16,2023-01-22,128,1147,2294,现金,取消
30758f4b-50f7-4e8a-a4ee-38dbaeeb7b77,17776,两室一厅,99,方红,14504806182,2022-10-20,2022-11-21,32,1118,1118,微信,取消
b6967e19-1e7c-4a08-bbea-cbdfd8207c04,16319,三室两厅,110,邱浩,18793794030,2022-12-29,2023-03-11,72,4009,4009,微信,完成
dec6abcf-b81f-4112-b49c-5eb1a1f98643,19237,四室两厅,151,蒲红,15230712420,2023-02-28,2023-04-22,53,6338,6338,支付宝,取消
0905982f-7dd8-4f01-a4fe-955f33140141,11273,两室一厅,71,孙建国,18667759905,2023-03-14,2023-04-25,42,1395,2790,微信,完成
d4ff2b25-f62e-4571-b2e9-e37b5d0f8c01,12948,一室一厅,47,徐玉英,15723852316,2023-05-18,2023-05-18,0,1111,1111,现金,取消
7d00b918-5a09-4ed8-82b9-1b7638da0ed8,17498,两室两厅,101,李秀梅,15841539863,2022-05-28,2023-02-25,273,1576,1576,支付宝,完成
6c16cbc7-b0be-43b8-a8fc-a87f5efdfd0d,11211,四室两厅,147,曾佳,15575904418,2022-07-01,2023-01-10,193,6542,13084,支付宝,取消
451fcf86-7206-4179-b6b6-5790347a82cf,19864,三室两厅,119,曾红霞,15985250774,2023-02-16,2023-04-25,68,4459,4459,支付宝,完成
8a9dfc49-5378-473c-b288-cd4d9a908ce3,12534,两室两厅,79,张倩,13984678400,2022-05-26,2023-02-28,278,1634,3268,微信,取消
e7bba138-df16-4513-a502-399e4c4b961f,10043,一室两厅,59,郭建,15049928200,2022-10-08,2022-11-22,45,884,884,微信,取消
e44b2137-6b16-44a7-81bb-8425b5d40921,11191,两室一厅,98,晏桂英,18987072761,2023-03-28,2023-04-30,33,1758,3516,支付宝,取消
09a0aada-00bf-430c-b1cb-70ff7e8f2046,17921,一室一厅,41,姜桂芝,14535170117,2022-08-27,2023-03-04,189,588,588,支付宝,完成
b57755fd-aec6-4777-8747-a904abc73357,13636,两室一厅,103,艾飞,13696623419,2022-09-09,2023-04-13,216,1815,3630,微信,取消
11f05a86-825b-4272-b062-4be478bf953a,17948,一室两厅,59,万莹,18729047844,2023-01-06,2023-04-09,93,1479,2958,支付宝,取消
91f45bf0-a67c-4a8d-a227-24999ebdd7bc,15071,两室两厅,98,刘丽,13335943289,2023-04-18,2023-05-14,26,1753,3506,微信,取消
4cb8413a-544f-4a99-abe6-805888e284d6,19287,两室两厅,93,李文,13894614258,2023-04-26,2023-05-11,15,1848,3696,支付宝,完成
9c9e324b-05c1-43eb-9acd-312b5fb0e4c9,15372,三室两厅,120,张红霞,15312516240,2022-06-15,2022-08-27,73,3739,3739,微信,取消
dcd69679-8e40-4ae1-8742-fbd421606231,18415,三室两厅,113,王志强,18163244925,2023-05-10,2023-05-15,5,4151,8302,支付宝,取消
05101add-708d-403e-9fd7-cb8dfe9cc3ed,19620,一室两厅,60,侯霞,15719373526,2022-05-28,2022-11-23,179,1665,1665,现金,取消
d82091b8-efc0-4585-bf2a-20caf816aeac,12923,一室一厅,42,韩宁,13660214336,2023-01-27,2023-04-27,90,1382,2764,微信,完成
3ecfaec7-7e92-4a0b-be72-69b087d8cb2e,13671,两室两厅,89,李博,15621349827,2022-10-21,2023-05-04,195,1465,1465,微信,取消
bd37a7f3-8809-407d-8777-09d1c5b55800,16642,两室两厅,108,郭斌,14793261826,2022-10-14,2022-10-28,14,1409,1409,支付宝,取消
099fb87c-dead-4cc5-a0b7-39c82821c3e3,13665,三室两厅,123,郭丹丹,15893074773,2022-10-28,2023-01-21,85,3503,3503,微信,取消
2f6f6b83-1a48-440d-b6e0-3c711437b826,18937,一室两厅,59,赵林,18740205098,2023-04-02,2023-05-11,39,1350,1350,支付宝,取消
92b4f597-41d5-4806-ae1c-5c612dc8aa6a,17036,一室一厅,44,鲁亮,13799497639,2022-12-23,2023-04-23,121,923,923,微信,完成
9034fe87-5727-4869-bf46-7619c1163d53,13800,三室两厅,127,王佳,13561514298,2022-08-16,2023-01-29,166,3538,3538,现金,取消
b08b4050-d7db-4706-acd2-1504fd093d0c,19481,四室两厅,156,王欣,18611441587,2023-05-04,2023-05-08,4,5627,5627,支付宝,完成
fe0d232f-a123-4ecf-8ad0-a185dee05ec1,15037,一室一厅,43,冯丹丹,13585425310,2023-01-17,2023-01-19,2,1279,1279,支付宝,取消
bf747ded-906e-45b7-8e28-0f542ed00e8e,15163,三室两厅,126,王建,13680474450,2023-02-09,2023-05-11,91,4468,8936,支付宝,取消
01f72bd3-ed30-40f3-98f6-56834b51a26b,12583,两室一厅,99,尤雪梅,14534933031,2023-02-25,2023-03-08,11,1650,3300,支付宝,取消
3b22d357-4c03-4127-a0b1-98944a93b183,18397,两室两厅,106,尹淑英,13518475871,2022-09-04,2022-12-21,108,1397,1397,微信,取消
5fa6d0ef-66d3-43af-934c-3933396ce6e1,12949,两室一厅,91,冉玉英,15243538599,2022-06-13,2022-09-29,108,1518,1518,现金,取消
f9a270a0-9a56-4f5c-a96e-c229530d0a45,15918,四室两厅,148,张瑜,18598398008,2023-05-12,2023-05-16,4,6486,12972,支付宝,完成
3fc41426-1f8a-4bf8-bede-7d0ae19948dd,16989,两室两厅,108,余玉珍,13340785091,2022-12-25,2023-01-09,15,1248,2496,微信,取消
0dbfcfec-b418-47b1-a010-d6c92777e703,17709,两室两厅,101,郑建平,18018837449,2022-11-28,2023-03-08,100,1481,2962,微信,取消
ff3e25a1-c4e5-4ab2-b910-121c197fa700,12879,两室两厅,103,李秀兰,15192169015,2023-04-07,2023-05-07,30,2104,4208,支付宝,取消
6b38dfe7-82c9-47dd-bf90-082b365f44e1,13031,一室一厅,43,张颖,13600753345,2023-03-23,2023-03-29,6,1271,2542,现金,取消
d63c68b0-e77a-47b2-b7c2-53bd48a37530,17554,一室两厅,54,王桂荣,13151404093,2023-03-01,2023-03-12,11,1324,2648,现金,取消
8d701360-86d6-4158-813a-31941200664a,15969,三室两厅,129,陈强,18909897427,2023-01-30,2023-03-19,48,3275,3275,微信,完成
90f62ed8-f53b-491b-aa1c-6378377c4204,11328,一室两厅,58,萧桂英,13971481434,2022-12-23,2023-01-01,9,1438,2876,现金,取消
78a5b7c6-0a12-418d-9292-4289657a5eed,19291,三室两厅,129,周云,18003756350,2023-01-03,2023-02-17,45,4202,8404,微信,取消
0d3372ae-4155-4e58-b611-b5b47bbd4b47,19423,两室两厅,102,郭霞,18259918601,2022-08-24,2023-03-09,197,1896,3792,微信,完成
a24a07e4-46cf-40d8-81db-c0b38f5631a2,19662,四室两厅,152,史霞,15667469921,2022-12-09,2023-01-05,27,6067,12134,微信,完成
11d7646b-e609-408f-bcea-068e11282cc4,14261,一室一厅,46,左秀兰,18522671155,2023-03-04,2023-05-17,74,1074,1074,支付宝,取消
87df9e1c-9577-4448-b2ab-86de3728b2ec,17751,三室两厅,115,朱鹏,15768506407,2022-07-16,2023-04-17,275,4190,4190,支付宝,取消
d9df4367-5cf3-4ae4-ac8f-971249888635,13483,一室一厅,44,徐冬梅,18976663046,2022-12-19,2023-02-16,59,765,765,支付宝,完成
c6dbe628-9e14-4347-9c8b-a9e5d069afcd,17618,一室一厅,45,崔鹏,14573751195,2023-02-03,2023-03-29,54,1497,2994,现金,完成
81ec6b3d-c782-495c-b0bf-dfeed5b8519b,13226,两室两厅,87,方超,18250407841,2023-04-29,2023-05-09,10,1925,3850,支付宝,取消
083871c8-2efe-4e3c-89a0-41ef841cbb69,17393,两室两厅,93,洪晨,13475541026,2022-12-20,2023-04-06,107,1990,1990,现金,完成
ab110ed6-d4ca-4f3f-8a70-cb5e1be46e91,12125,三室两厅,113,王桂芳,13896889544,2023-04-04,2023-05-02,28,3459,3459,微信,取消
f14a85ef-ae3d-4cc3-8ca7-8db9d2974ad3,18184,四室两厅,138,王丹丹,14537564620,2022-07-27,2023-02-01,189,6823,13646,微信,取消
5646581a-40d1-4639-87c9-95c81b11c30b,19015,一室两厅,64,陈龙,15991020871,2023-01-13,2023-02-28,46,1620,3240,支付宝,完成
19099b59-11d6-4bed-9735-a3e357dcaba2,17553,三室两厅,128,李燕,18706215775,2022-10-22,2023-04-09,169,4213,4213,现金,完成
02dd8d53-5624-402a-a5c7-a2e9543593d2,18802,一室一厅,40,余洁,18096883281,2022-06-13,2022-08-29,77,898,898,支付宝,完成
062bd86e-9f94-4a98-954d-6d29b2772eff,11909,一室两厅,50,陈旭,15773431455,2023-05-16,2023-05-19,3,945,945,微信,取消
44317b69-9f5a-478b-be30-53f1fc7c41e0,16560,一室两厅,52,王娜,13297150458,2022-06-03,2022-07-07,34,1604,3208,支付宝,取消
307b4d00-6b8f-4472-be80-90f5338992bd,19316,两室两厅,86,刘杨,15149132332,2023-04-11,2023-04-25,14,1170,1170,现金,取消
bb98f4eb-956c-443c-bb3c-bb64e32eea78,19856,两室一厅,70,屈英,15525751205,2022-11-15,2023-05-02,168,1814,1814,微信,完成
59913cbb-f7a3-4784-8f38-f20703994107,15692,两室两厅,86,刘军,18633416596,2023-02-09,2023-02-25,16,1030,2060,现金,完成
a96a916a-27c8-4f80-814d-c52b9a7eab32,13994,两室两厅,82,张杨,18506066494,2022-11-12,2023-01-31,80,1508,1508,微信,取消
484d65c7-ae3f-4324-ae74-c791ed93451e,14554,三室两厅,115,吴阳,18622534394,2022-11-20,2023-04-27,158,4393,4393,支付宝,完成
52316f19-2d70-4504-acfc-31d47eb484ab,14552,三室两厅,130,陆勇,13696758742,2022-12-12,2023-03-30,108,4464,8928,微信,完成
0e4c1549-5de0-4d0c-88d7-4d0d75bc7c84,17696,一室一厅,42,张淑华,15778531269,2022-12-17,2023-04-13,117,1163,1163,微信,取消
72beedfb-1483-4480-8a26-103658c86215,18629,一室一厅,49,张丽娟,13968788706,2022-09-06,2022-09-23,17,1419,1419,现金,完成
1a1a0e00-32f1-4882-9a59-ad71e9c79f67,16851,一室两厅,56,陈建,13729847816,2022-08-09,2022-10-26,78,1538,3076,微信,完成
9e1d325f-33c4-4490-9ed3-30f387b29720,18228,一室一厅,47,陈凤英,13143654737,2022-06-13,2023-02-22,254,780,780,支付宝,取消
f71a6312-1e00-426d-a9b5-926de28232b4,14895,两室两厅,87,赵磊,15311755163,2023-01-04,2023-03-08,63,1420,2840,现金,完成
71ed2ab1-3ace-4800-9c41-b077f70b879f,13162,两室两厅,76,刘帆,13837154885,2022-07-20,2022-08-26,37,2064,4128,微信,完成
785a9aca-f7a8-4078-99a2-4974a3418390,10493,一室两厅,70,张宇,13559354631,2022-11-04,2022-12-14,40,1221,2442,支付宝,完成
9340432e-5215-43d5-a283-373214e4b266,12037,一室一厅,48,黄勇,13784070750,2023-04-18,2023-04-25,7,657,657,支付宝,完成
e2a74232-2a52-48e4-9d38-3dc522e785dd,16256,一室两厅,57,郭华,13628583272,2022-08-19,2023-05-10,264,634,634,现金,取消
454c8e56-9d28-44fd-9fa0-9a96a0e54ee6,17125,三室两厅,129,张淑兰,15947581817,2023-01-17,2023-04-21,94,3032,3032,微信,取消
6bea9364-181e-45f8-8649-df8c9eb282eb,17016,一室两厅,69,叶红,13422790057,2023-03-02,2023-04-10,39,1667,3334,现金,完成
2e011b09-cf1f-4584-89ab-405b3d16f59b,13310,一室一厅,41,王梅,18765625482,2023-01-06,2023-04-01,85,1343,2686,微信,取消
5f0c9a8a-5de6-4c99-8fa7-5b0a1418f4e2,15368,一室一厅,43,郭慧,15232730766,2023-01-21,2023-03-30,68,1208,1208,现金,取消
26f45b31-949b-446a-9cb0-e454ef4e8104,19830,一室一厅,45,刘辉,13261615646,2023-02-17,2023-03-05,16,510,1020,支付宝,完成
66342b14-88c6-43ed-af5d-b33a941a64bc,17992,两室两厅,78,王龙,15652255330,2022-11-26,2023-05-11,166,1548,3096,现金,完成
d7b7dca2-163a-4e5f-b3d5-5cb1c7847745,14384,一室两厅,56,鞠桂英,13233919731,2023-04-10,2023-04-19,9,791,1582,支付宝,完成
3972eea8-7ed7-4859-a46b-54efeb25da8b,14352,两室两厅,97,蔡建军,13614332188,2022-11-21,2023-03-23,122,2008,4016,微信,完成
cd2a1448-933c-4a79-b31a-20a4311aef84,14713,三室两厅,123,杜桂芝,14511445487,2023-05-06,2023-05-08,2,3202,6404,现金,取消
3f7d0455-8240-4210-b5ec-7860fd882ba6,12586,四室两厅,152,鞠波,13575361374,2022-12-13,2023-01-25,43,4804,4804,微信,取消
1d0c0c7f-a3b8-42a8-81aa-e516538963bd,12393,四室两厅,153,林婷,13544152759,2022-12-03,2023-04-20,138,6080,12160,微信,完成
aed38b6a-5965-4474-99ea-de79b19036da,16891,两室两厅,94,吴鹏,18596432646,2023-04-28,2023-05-02,4,1111,2222,支付宝,取消
18dac5fc-9351-40a2-ae41-55baed25c6c1,18608,四室两厅,135,傅健,13539164235,2022-10-21,2022-11-26,36,6006,12012,微信,完成
ace8a73d-5b2b-4975-8e44-4bbde2b59f60,11960,一室两厅,70,郭霞,18043416862,2023-03-26,2023-05-17,52,1667,1667,现金,取消
7ee8150a-98ab-4091-a7db-ae88d35a8b2b,19238,两室一厅,110,李岩,18560326911,2022-08-20,2022-09-15,26,1828,1828,支付宝,完成
c2496e4a-48e7-4ef0-98c2-0c9d1dd7e642,17577,两室两厅,85,郭冬梅,18145520557,2022-10-19,2023-01-02,75,2023,2023,现金,完成
ae36b753-1eaf-4e16-b5ed-e8d3aa6f4e08,16407,两室一厅,96,陈成,14774702961,2022-11-02,2023-01-13,72,1985,3970,微信,完成
083f2701-edd7-4ed3-b003-c6cba84b69c3,12585,一室两厅,70,李龙,13116872678,2022-11-27,2022-12-14,17,920,920,现金,完成
914f7edd-be62-4632-b56b-27ca34ad3bfe,14954,两室一厅,90,邓宇,15928836111,2022-11-16,2023-03-29,133,1464,2928,现金,完成
2a8aef19-6191-4766-b1d9-93b9e8f1d749,18916,一室两厅,53,李秀英,18634888735,2022-08-17,2023-01-02,138,1064,2128,支付宝,完成
9ef6485d-268d-4123-ab12-4feb22852120,12019,一室一厅,46,任玉华,13730233205,2023-04-22,2023-05-08,16,1291,1291,微信,完成
53a26b23-ed8b-4064-bddb-8eda69ca9032,11469,一室一厅,45,李静,18919266623,2022-06-12,2022-07-22,40,1108,1108,支付宝,取消
53750205-75b7-47aa-9712-5e97546d73fa,11024,三室两厅,123,朱建军,13825235039,2022-06-12,2023-02-25,258,3217,6434,支付宝,完成
e08f7c68-0c56-4617-9d18-cbf4178ce27e,19148,三室两厅,114,雷娜,15748795900,2023-05-08,2023-05-10,2,3929,3929,微信,取消
eec1be55-2f07-468d-b89b-7e7566bb07a2,12283,一室一厅,40,黄凤兰,18108543744,2022-11-20,2022-11-24,4,720,1440,微信,完成
9ef18dba-2354-40b8-b924-76ac8ad26bf9,16604,一室一厅,42,杨鹏,13374045735,2022-11-09,2022-12-30,51,865,1730,微信,完成
3f1e9daf-e9a9-4186-8a8c-648f4ebd2032,10130,一室两厅,52,蒋红霞,13748338979,2023-04-02,2023-05-09,37,1013,1013,微信,取消
71f2e287-92ab-484b-bf4c-8588c1ca8ea5,11633,一室一厅,48,陈博,14794659376,2023-03-26,2023-04-10,15,761,761,支付宝,取消
8e73ab57-45ba-4e95-88d3-2a62016b3905,13232,三室两厅,117,张林,13606037928,2022-11-25,2022-12-08,13,4166,4166,微信,完成
9a3d0030-9486-4d05-a241-70b2b5f21e77,12798,两室两厅,106,崔建,15820750165,2023-01-07,2023-05-13,126,1856,1856,现金,取消
03ae0379-b40f-4868-ada6-b25977420044,19454,四室两厅,153,黄文,18633010946,2022-12-05,2022-12-26,21,5531,5531,支付宝,取消
8bf080b1-e0f4-4158-91be-2250b3311fae,18520,两室两厅,90,朱晨,18610941128,2022-05-23,2023-01-17,239,1947,1947,微信,完成
5e05c040-950a-4565-af84-55feb2e049cc,19493,一室一厅,50,熊帆,13365773196,2022-08-01,2022-10-02,62,657,657,支付宝,取消
65f7fe66-4e9f-4af1-824d-2b3351d98280,19367,四室两厅,150,陆楠,18710407076,2023-04-12,2023-04-13,1,6548,6548,现金,取消
5a97f25e-339d-4de0-a3f5-bc612bcbd83d,10669,两室两厅,108,董荣,13626453276,2022-09-28,2022-10-23,25,1876,1876,支付宝,取消
95308131-b1f1-4ea5-a48b-c0c7c59e3d41,12938,三室两厅,111,舒敏,18268161415,2023-04-20,2023-05-09,19,4446,4446,支付宝,取消
1f4da715-7349-457e-b574-1cda1ff0c08d,15532,一室两厅,54,马燕,18270553921,2022-05-23,2022-07-16,54,1348,2696,现金,取消
fbc47cad-fb61-4c32-a63a-6e1dbd74241c,13934,一室一厅,42,纪龙,15524015847,2022-07-01,2022-10-11,102,1003,2006,支付宝,取消
30158d0b-c994-4d72-a3c4-62f7f5634e58,16626,三室两厅,116,汤想,15554151624,2022-07-20,2023-03-11,234,4001,8002,支付宝,完成
c0576c4d-cfc4-4edb-9bbd-7cf3b9e97964,10161,两室两厅,89,谭芳,14567917398,2022-09-15,2023-05-07,234,1842,1842,微信,完成
86a9a1ea-7639-4cf6-8f0f-2beca27d31bb,13991,三室两厅,116,贾华,18702170571,2022-06-18,2022-10-27,131,3217,6434,现金,取消
f283d9db-b945-4f63-8ce4-8ce9a9b6c07a,11110,三室两厅,127,刘刚,18964850246,2023-05-20,2023-05-20,0,4362,8724,微信,取消
bc6ca438-3a9e-4135-8f99-fd6b41e4f83b,17878,一室两厅,66,寇桂芝,13766296895,2022-11-01,2023-01-10,70,1534,3068,支付宝,取消
82dc21df-7d0e-4ccf-8655-8e28128be5c1,12796,一室一厅,47,费凤英,18179793643,2022-08-08,2023-01-02,147,1265,2530,支付宝,取消
3f43e248-eb67-451b-9f9a-a5a70eb1c396,12247,两室两厅,79,何浩,18021078153,2022-06-20,2022-07-16,26,1905,1905,支付宝,完成
888907cb-4349-4154-8a60-ac057fa4cf20,11872,一室两厅,69,余艳,13536072628,2022-11-25,2023-04-07,133,1182,1182,现金,取消
c42d4b93-7f23-4bb6-85a8-39f4dbd55c7e,13764,两室两厅,90,樊华,18000802095,2023-02-16,2023-03-13,25,1068,2136,现金,完成
20dd796e-7b56-4b14-be2e-6417b781e837,14889,两室两厅,82,唐丽,18199248931,2023-02-18,2023-03-19,29,1188,1188,现金,取消
a20e15bc-d18a-4b58-803b-95d114790520,11300,三室两厅,112,杨莹,15103514039,2023-05-12,2023-05-19,7,4017,8034,微信,取消
a0a4be58-e4d3-4540-a888-e8f0fb2eef46,16289,四室两厅,141,王秀芳,15547323482,2022-09-21,2023-04-28,219,6425,12850,现金,完成
7a6f6265-6133-4af2-a449-658560c9c9ba,19835,四室两厅,141,萧玉珍,18808699677,2022-12-12,2023-03-21,99,4569,4569,现金,取消
1384c18f-50d8-4eec-93e1-ff38fc34b83d,13205,一室一厅,42,丁玲,18067058442,2022-08-21,2023-02-21,184,572,572,支付宝,完成
5db62cd6-06a7-418e-a0eb-e17185fb02bf,15194,四室两厅,147,冯磊,18650096832,2023-01-18,2023-01-19,1,6885,13770,微信,取消
dd875b2f-5967-4743-9530-080af353f435,11724,两室一厅,97,陆东,14551454484,2022-09-05,2023-02-07,155,1232,1232,支付宝,取消
71b88671-a765-47df-806b-128125c299e9,10623,三室两厅,114,周飞,13555071019,2022-11-18,2023-03-16,118,3269,3269,现金,完成
acbe03cc-253e-41d8-82c3-7a3f6e69b452,11859,一室两厅,58,曹桂芝,14737582587,2023-03-03,2023-05-17,75,852,1704,支付宝,取消
9ca46180-5be8-420e-ac27-b6002ea0f83b,12524,四室两厅,130,章桂香,18976023306,2023-05-03,2023-05-12,9,6220,6220,微信,完成
d9c410aa-4e27-47bf-ae45-e4b1f99f5cbe,14820,两室一厅,77,徐婷,15180283732,2022-09-01,2022-10-28,57,1737,1737,支付宝,取消
ce5d5fd8-6aff-4465-b46b-e44f3da67dae,11495,两室两厅,87,黄红,15612316633,2023-02-07,2023-03-01,22,1081,1081,微信,取消
1927ce85-8663-49ee-bf17-573a65e75ae9,13802,四室两厅,156,傅杰,13078026234,2022-08-22,2022-09-08,17,5886,5886,支付宝,取消
51c69dc9-ef0c-4ffe-85e6-a1404e47f7f3,12664,两室一厅,91,王红梅,13647506999,2022-07-19,2022-11-12,116,1116,2232,微信,完成
a2eea9e3-4b53-4bb9-ae71-9a9a3bc9533b,18749,两室一厅,89,张宁,13050005577,2022-10-14,2023-04-09,177,1354,2708,现金,完成
3f5501d8-b0ac-49da-8197-4a25177a5754,10447,两室一厅,84,陈兵,15221594513,2022-10-28,2023-02-07,102,1538,3076,支付宝,取消
39dd8345-e5b0-4668-9c1e-814c5e76d213,13728,两室两厅,107,胡斌,13691726614,2023-01-02,2023-03-13,70,1958,1958,现金,完成
ff5ad6bb-5e33-4feb-bc0e-a8a7f22e9540,11702,四室两厅,158,刘俊,13908980197,2022-11-25,2023-03-21,116,6460,12920,微信,完成
a962f90e-3038-4f8a-b112-627320a427ce,14277,两室两厅,94,张秀珍,13377072638,2023-01-17,2023-01-21,4,1954,3908,微信,完成
08b262e8-cefd-49aa-90bf-48fefe29337d,11264,两室两厅,94,石宇,13115956605,2023-02-05,2023-02-14,9,1847,3694,现金,完成
84a12eca-46bc-4974-8b58-5f24acd77e6a,12044,四室两厅,144,黄东,14571538492,2023-04-11,2023-04-16,5,4984,9968,现金,完成
34542b13-b585-40e6-baad-9b05464f9c5e,18486,一室两厅,62,倪东,14560940116,2022-08-11,2023-04-19,251,1581,1581,支付宝,取消
a810e6b4-f9a1-4bca-be8a-786639f6ffa2,14167,一室两厅,59,王浩,13748252533,2022-12-16,2022-12-29,13,626,626,现金,完成
d126a754-02a2-4986-bd69-94fb2651e743,15766,两室两厅,96,刘小红,18111529165,2022-12-02,2023-03-17,105,1600,1600,支付宝,完成
2a4f2a5a-c330-44c0-9d1c-1e6c5e694a0a,19495,四室两厅,132,刘秀兰,18535366526,2023-04-28,2023-05-15,17,6259,6259,支付宝,完成
d34df7b5-1285-47ea-a7a3-36b0d7c77dee,19055,一室两厅,62,王燕,15333984301,2023-02-10,2023-03-22,40,706,706,支付宝,完成
4eacd585-4d06-4658-9431-fe51879490c6,17597,四室两厅,135,和丹丹,15847845776,2022-12-12,2023-04-07,116,6222,12444,支付宝,完成
497d431b-278f-422d-997d-cdcfb465cf16,16049,四室两厅,144,吕秀云,18143672490,2022-12-21,2023-01-10,20,5409,5409,现金,完成
086c8649-8cee-4ab5-9157-9d3aa75068ba,18174,一室一厅,44,黄平,13293796210,2022-08-21,2023-03-05,196,758,758,现金,完成
a02b1dde-8ff7-456a-888c-637af542cb03,16271,两室一厅,82,李凤兰,14537587301,2023-02-25,2023-04-25,59,2159,4318,支付宝,完成
a63ffab0-c862-4300-9199-7055b26d5f55,19161,四室两厅,130,杨雪,15358676028,2023-04-13,2023-04-29,16,5079,5079,现金,完成
67b59510-854d-45d0-8375-54471c974dac,10936,一室一厅,40,陈瑞,15552680511,2022-07-10,2023-01-08,182,1145,1145,支付宝,取消
f117c03c-dc3d-481c-a051-3811e66e198c,19849,三室两厅,122,李淑珍,13226615140,2023-02-21,2023-03-13,20,4043,4043,现金,取消
3000bf15-f511-4f43-96c4-b59f0dd7714b,12844,一室一厅,41,范雪梅,15668081880,2023-03-22,2023-04-14,23,764,764,现金,取消
d4e3b49e-6253-42e3-8a47-55ba110e2d36,14935,一室两厅,61,区阳,15579661241,2022-09-26,2023-05-04,220,1566,1566,微信,取消
3b18e5ab-b3ac-4e01-9fa9-160d5b49f14d,18203,两室两厅,74,饶荣,13005207898,2023-03-28,2023-04-27,30,1065,1065,现金,完成
